11383.357	1
544.3117	0.450
601.3330	0.390
658.1303	1.794
668.7200	0.413
679.0035	0.287
786.4399	0.326
843.4590	0.266
853.4123	0.568
910.4348	0.690
1322.6907	0.727
1368.7561	1.009
1506.8174	2.081
1538.8561	0.633
1634.3457	0.483
1669.8625	0.949
1694.9548	1.322
1988.1193	1.122
2228.3046	0.387
2229.3071	1.071
2342.3797	2.957
2498.4658	1.940
2613.4786	1.570
3137.8121	0.961
3138.8146	1.507
3154.6634	1.759
3314.3517	0.677
3315.3542	0.671
3463.9968	0.241
3464.9993	0.552
3546.8136	0.278
3547.8161	0.779
3648.9585	1.398
3960.3219	0.576
3961.3244	1.610
3962.3269	1.002
4073.3240	0.405
4074.3265	0.956
4075.3290	0.460
4145.3543	1.696
4283.5205	0.784
4284.5229	1.844
4300.4917	1.256
4301.4942	2.124
4302.4967	1.342
4798.8228	2.661
4799.8253	2.434
4954.9336	1.005
4955.9361	0.516
5068.0353	0.930
5069.0378	0.711
5155.0122	1.282
5156.0147	1.507
5212.0686	2.370
5213.0711	1.286
5438.1284	1.630
5439.1309	1.856
5448.7675	0.768
5449.7700	1.402
5450.7725	0.731
6115.5021	0.881
6116.5046	2.428
6117.5071	1.226
