11369.36	1
605.3178	0.157
663.0469	0.119
738.4275	0.108
758.4433	0.133
781.7014	0.109
812.4925	0.116
823.8209	0.105
872.3619	0.123
886.0391	0.120
1368.7725	0.222
1506.8208	0.462
1538.8571	0.221
1694.9555	0.268
2328.3650	0.997
2484.4636	0.484
3153.6775	0.298
3154.6800	0.669
3947.3060	0.392
3948.3085	0.329
4130.4163	0.193
4131.4188	0.399
4132.4213	0.171
4269.4727	0.468
4270.4752	0.848
4287.5019	0.360
4540.2960	0.151
4541.2986	0.396
4784.8318	0.705
4785.8343	0.348
5054.0186	0.229
5055.0211	0.095
5140.0603	0.140
5141.0628	0.270
5142.0653	0.370
5197.0429	0.453
5198.0454	0.905
5199.0479	0.466
10510.1028	0.289
10511.1053	0.719
10512.1078	0.490
