11415.245508	1
544.3133	2.150
568.4806	0.395
570.5742	0.314
586.3234	0.893
601.3331	1.687
608.2947	0.347
643.3445	0.853
658.3558	1.863
667.3864	0.355
669.8671	0.418
691.9146	0.325
700.3625	0.463
798.4754	0.909
803.4874	0.670
843.4609	0.975
853.4206	1.654
864.5212	0.818
1194.6061	0.751
1210.6327	0.870
1297.7304	0.804
1368.7681	1.990
1410.7775	1.206
1435.7835	0.635
1506.8217	6.054
1538.8716	3.579
1669.8854	2.466
1694.9649	4.310
1740.0138	1.856
1787.0050	2.071
1832.0208	4.627
1986.0637	1.787
1987.0662	3.700
2229.3133	1.250
2243.3191	2.020
2342.3936	3.061
2356.4119	4.970
2497.4926	0.783
2498.4951	1.963
2511.4980	2.230
2512.5025	9.218
2526.5457	1.207
2627.5256	3.960
3139.6545	0.735
3140.6570	0.489
3151.7977	1.059
3152.6476	1.382
3152.8002	2.101
3153.6501	3.829
3252.8883	0.937
3253.8908	2.103
3819.2529	2.863
3960.3162	0.937
3961.3187	1.353
3974.3557	1.840
3975.3582	2.634
4158.4618	1.869
4159.4643	3.214
4160.4668	1.832
4280.4864	0.801
4281.4889	1.372
4282.4914	1.764
4295.5580	2.954
4296.5605	3.579
4297.5630	5.007
4315.5572	3.557
4797.8033	0.818
4798.8058	2.168
4799.8083	1.063
4812.8887	4.633
4825.8978	1.034
4826.9003	1.565
5167.0708	1.064
5168.0733	2.523
5169.0758	2.890
5210.9972	1.784
5211.9997	1.274
5225.0790	1.843
5226.0815	3.746
5227.0840	1.399
