11397.27	1
544.3142	0.221
586.3238	0.340
599.3335	0.104
601.3353	0.156
643.3461	0.380
658.3576	0.515
700.3662	0.458
727.4342	0.173
736.4320	0.206
760.4405	0.437
782.4780	0.302
1055.5922	0.187
1225.7032	0.498
1282.7234	0.727
1322.7080	0.226
1339.7380	0.247
1410.7830	0.495
1506.8307	1.143
1580.8816	0.384
1736.9967	0.818
1829.0302	0.301
1873.0435	0.080
1874.0522	0.237
2030.1574	0.388
2212.2893	0.157
2213.2980	0.281
2525.4967	0.389
2526.5054	0.853
2641.5419	1.468
2868.6605	1.119
2920.7222	0.298
2921.7308	0.465
3153.6800	0.575
3155.7039	0.751
3156.7125	0.309
3677.1374	0.615
3832.2362	0.183
3833.2448	0.275
3988.3408	0.227
3989.3494	0.461
4172.4740	0.210
4173.4826	0.483
4328.5672	0.373
4329.5758	0.689
4825.8605	0.477
4826.8691	0.572
6144.6031	0.887
7029.1239	0.585
7030.1326	0.729
7031.1412	0.379
