11397.373	1
544.3133	0.511
597.3029	0.214
601.3318	0.413
628.3803	0.213
658.3533	0.318
661.8531	0.249
684.3805	0.325
705.3844	0.297
853.4156	0.565
910.4330	0.692
1506.8203	2.276
1538.8615	1.076
1634.8476	0.726
1669.8818	0.669
1694.9536	1.676
1740.0132	0.526
1988.1311	0.947
2243.3162	0.998
2356.3985	2.992
2511.4990	0.812
2512.5015	1.643
2669.5776	0.431
2670.5801	0.300
3152.8310	1.666
3153.8335	2.418
3253.8737	0.543
3531.7889	1.003
3532.7914	0.468
3547.8147	0.975
3548.8172	0.731
3632.8551	1.478
3633.8576	0.494
3663.1130	1.577
3819.2456	1.279
3975.3130	1.938
4159.4572	1.562
4314.5367	0.948
4315.5392	2.226
4316.5417	1.807
4471.6452	0.768
4472.6478	0.483
4528.6708	0.505
4529.6734	0.221
4684.7733	0.848
4685.7758	0.436
4812.8428	2.755
4813.8453	0.954
4968.6959	0.860
4969.6984	0.957
5169.0564	1.232
5225.1005	1.038
5226.1030	3.048
5227.1055	2.211
5451.2578	1.583
5452.2603	1.591
5453.2628	1.134
6129.5316	1.541
6130.5341	2.732
6131.5366	2.939
10535.9140	1.112
10536.9165	1.636
10537.9190	0.761
