7328.8	1
725.393736	15242.630423
853.452148	4681.529927
912.514160	14444.222204
972.995910	4235.663807
1068.541320	7831.831736
1090.545959	3430.594577
1108.570861	4234.839917
1135.755798	4853.410353
1164.975524	3285.329678
1182.107238	4107.757464
1244.632872	4876.237819
1284.458800	3001.951498
1306.664367	3217.658455
1377.712463	3320.711704
1459.241027	5430.946061
1740.890977	5969.091646
1966.429568	9260.477814
2003.881481	413114.648677
2139.425534	32501.675077
2162.396629	5068.514316
2218.120757	5669.448996
2252.120992	5361.894428
2357.536778	5163.079260
2444.262754	14557.179123
3209.639258	54843.308178
3221.114049	7351.717579
3375.191927	4926.241523
3413.718792	8847.920870
3492.785946	55856.946607
3508.199001	17175.520118
3541.805815	15870.391541
4031.376869	7471.491753
4116.012130	7954.075723
4284.504786	4659.201670
4445.920138	7826.704291
4624.324241	6427.304806
4743.763188	8289.696392
4840.370303	6539.675728
4949.430193	4792.876376
5300.689716	5097.628121
5327.711191	24600.256088
5353.600158	3212.302457
5427.785177	38778.696804
5556.823700	43814.846418
5703.903302	64086.491728
5806.091998	4212.240928
5831.935016	17285.470977
5831.949678	89191.681638
5917.024133	8866.059062
5946.021792	168017.455481
5946.028432	56354.651496
6029.051756	14337.286918
6047.070962	96771.092468
6047.071095	43811.770734
6142.101915	41149.521633
6143.106297	37737.953319
6161.108846	32101.760451
6161.111941	77752.939350
6200.107695	15340.192610
6217.133238	88379.866956
6218.130352	45653.717951
6241.041873	4236.069009
6253.162708	5618.467113
6288.177085	12299.295190
6289.170529	368057.404086
6369.225351	6801.747362
6416.287841	10405.317778
6446.300692	6421.561273
6474.288917	116224.674942
6639.349695	16101.851481
6658.378340	61240.919810
6682.392980	8610.439163
6710.374270	11243.330962
6710.400436	47561.041152
6729.412663	149963.133722
6783.425421	34343.609292
6799.445270	20154.865498
6800.450965	316465.034814
6801.445581	55771.168122
6835.456008	9356.964151
6869.499851	25531.016117
6871.431749	23214.130542
6896.460411	98239.021904
6896.461553	104720.230402
6914.486917	145999.528987
6914.491238	1930021.578608
6914.493178	611706.828379
6925.499874	19903.338031
6953.521583	33764.732226
6954.531244	39388.618712
6969.524279	43615.838087
6969.547277	72511.316674
6995.531848	182419.399284
6997.540829	167213.989661
7013.557860	2915845.528024
7013.559129	2410144.683922
7013.562817	67223.846384
7026.585105	8979.188368
7039.531411	20089.891579
7050.580837	14155.548271
7066.572292	30810.122540
7081.619850	42177.230683
7108.622531	53031.641246
7108.622641	151453.388635
7126.641574	486547.227473
7126.643026	1329793.858966
7139.627908	21094.842679
7163.628417	51417.883372
7179.650997	24099.784218
7180.657606	356383.714460
7197.676527	1442182.176859
7197.679897	141082.048120
